Change Type,Postal Code,Building Name,Address,Building Type,Date Processed,Previous Name,Location Change (meters)
New Building,426739,72 Langsat Road,"72 Langsat Road, Singapore 426739",Residential,15/07/2025,,
New Building,438585,10 Founders Drive,"10 Founders Drive, Singapore 438585",Residential,15/07/2025,,
New Building,456285,33B Woo Mon Chew Road,"33B Woo Mon Chew Road, Singapore 456285",Residential,15/07/2025,,
New Building,489719,Changi Business Park Central 2,"89A Changi Business Park Central 2, Singapore 489719",Non-Residential,15/07/2025,,
New Building,534554,545 Upper Serangoon Road,"545 Upper Serangoon Road, Singapore 534554",Residential,15/07/2025,,
New Building,546388,12A Rosyth Road,"12A Rosyth Road, Singapore 546388",Residential,15/07/2025,,
New Building,559890,Serangoon Garden Estate,"3B Berwick Drive Serangoon Garden Estate, Singapore 559890",Non-Residential,15/07/2025,,
New Building,559991,Serangoon Garden Estate,"3C Berwick Drive Serangoon Garden Estate, Singapore 559991",Non-Residential,15/07/2025,,
New Building,559992,Serangoon Garden Estate,"3D Berwick Drive Serangoon Garden Estate, Singapore 559992",Non-Residential,15/07/2025,,
New Building,559993,Serangoon Garden Estate,"3E Berwick Drive Serangoon Garden Estate, Singapore 559993",Non-Residential,15/07/2025,,
New Building,568618,Mayflower Gardens,"29 Mayflower Road Mayflower Gardens, Singapore 568618",Non-Residential,15/07/2025,,
New Building,578703,9L Jalan Berjaya,"9L Jalan Berjaya, Singapore 578703",Residential,15/07/2025,,
New Building,578970,Adelphi Park Estate,"13 Gardenia Road Adelphi Park Estate, Singapore 578970",Non-Residential,15/07/2025,,
New Building,601338,338A Jurong East Avenue 1,"338A Jurong East Avenue 1, Singapore 601338",Residential,15/07/2025,,
New Building,611066,66A Yung Kuang Road,"66A Yung Kuang Road, Singapore 611066",Residential,15/07/2025,,
New Building,619834,2G Jalan Papan,"2G Jalan Papan, Singapore 619834",Residential,15/07/2025,,
New Building,639061,6 Tuas View Drive,"6 Tuas View Drive, Singapore 639061",Residential,15/07/2025,,
New Building,641427,427A Jurong West Avenue 1,"427A Jurong West Avenue 1, Singapore 641427",Residential,15/07/2025,,
New Building,649920,500 Jalan Bahar,"500 Jalan Bahar, Singapore 649920",Residential,15/07/2025,,
New Building,679350,20A Segar Road,"20A Segar Road, Singapore 679350",Residential,15/07/2025,,
New Building,739312,Woodlands Polyclinic ()annex Block),"10A Woodlands Street 31 Woodlands Polyclinic ()annex Block), Singapore 739312",Non-Residential,15/07/2025,,
New Building,759827,51 Canberra Crescent,"51 Canberra Crescent, Singapore 759827",Residential,15/07/2025,,
New Building,759828,53 Canberra Crescent,"53 Canberra Crescent, Singapore 759828",Residential,15/07/2025,,
New Building,759829,55 Canberra Crescent,"55 Canberra Crescent, Singapore 759829",Residential,15/07/2025,,
New Building,759830,57 Canberra Crescent,"57 Canberra Crescent, Singapore 759830",Residential,15/07/2025,,
New Building,788978,811 Upper Thomson Road,"811 Upper Thomson Road, Singapore 788978",Residential,15/07/2025,,
New Building,788979,813 Upper Thomson Road,"813 Upper Thomson Road, Singapore 788979",Residential,15/07/2025,,
New Building,788980,815 Upper Thomson Road,"815 Upper Thomson Road, Singapore 788980",Residential,15/07/2025,,
New Building,788981,817 Upper Thomson Road,"817 Upper Thomson Road, Singapore 788981",Residential,15/07/2025,,
New Building,788982,819 Upper Thomson Road,"819 Upper Thomson Road, Singapore 788982",Residential,15/07/2025,,
Name Change,737853,Bethesda Christian Centre,"11 Woodlands Close Bethesda Christian Centre, Singapore 737853",Non-Residential,15/07/2025,CALROSE ACADEMY PTE. LTD.,
Name Change,699893,Copen Grand,"65 Tengah Garden Walk Copen Grand, Singapore 699893",Non-Residential,15/07/2025,COPEN GRAND (U/C),
Name Change,699910,Copen Grand,"53 Tengah Garden Walk Copen Grand, Singapore 699910",Non-Residential,15/07/2025,COPEN GRAND (U/C),
Name Change,159053,20 Lengkok Bahru,"20 Lengkok Bahru, Singapore 159053",Residential,15/07/2025,NIL,
Name Change,569253,6 Ang Mo Kio Street 44,"6 Ang Mo Kio Street 44, Singapore 569253",Residential,15/07/2025,PATHLIGHT SCHOOL 2,
Name Change,259598,National Biodiversity Centre,"1B Cluny Road National Biodiversity Centre, Singapore 259598",Non-Residential,15/07/2025,NIL,
Name Change,599489,Ngee Ann Polytechnic (blk 16),"535 Clementi Road Ngee Ann Polytechnic (blk 16), Singapore 599489",Non-Residential,15/07/2025,NGEE ANN POLYTECHNIC (BLK 1),
Name Change,427983,303 Joo Chiat Place,"303 Joo Chiat Place, Singapore 427983",Residential,15/07/2025,NIL,
Name Change,699894,Copen Grand,"67 Tengah Garden Walk Copen Grand, Singapore 699894",Non-Residential,15/07/2025,COPEN GRAND (U/C),
Name Change,698910,Choa Chu Kang Cemetery Office,"940 Old Choa Chu Kang Road Choa Chu Kang Cemetery Office, Singapore 698910",Non-Residential,15/07/2025,NIL,
Name Change,699909,Copen Grand,"51 Tengah Garden Walk Copen Grand, Singapore 699909",Non-Residential,15/07/2025,COPEN GRAND (U/C),
Name Change,298824,60 Kheam Hock Road,"60 Kheam Hock Road, Singapore 298824",Residential,15/07/2025,NIL,
Name Change,409075,Kampong Kembangan Community Club (temp Office),"10 Jalan Ubi Kampong Kembangan Community Club (temp Office), Singapore 409075",Non-Residential,15/07/2025,KAMPONG UBI COMMUNITY CENTRE,
Name Change,399738,223 Guillemard Road,"223 Guillemard Road, Singapore 399738",Residential,15/07/2025,NIL,
Name Change,69333,33 Erskine Road,"33 Erskine Road, Singapore 69333",Residential,15/07/2025,THE SCARLET HOTEL,
Name Change,560435,Cheng San Community Club (temp Office),"435 Ang Mo Kio Avenue 10 Cheng San Community Club (temp Office), Singapore 560435",Non-Residential,15/07/2025,CHONG BOON RISE,
Name Change,699895,Copen Grand,"69 Tengah Garden Walk Copen Grand, Singapore 699895",Non-Residential,15/07/2025,COPEN GRAND (U/C),
Name Change,48423,18 Cross Street,"18 Cross Street, Singapore 48423",Residential,15/07/2025,CROSS STREET EXCHANGE,
Name Change,699913,Copen Grand,"59 Tengah Garden Walk Copen Grand, Singapore 699913",Non-Residential,15/07/2025,COPEN GRAND (U/C),
Name Change,598543,Jurong Park,"25 Jalan Kakatua Jurong Park, Singapore 598543",Non-Residential,15/07/2025,INNATE MONTESSORI PTE. LTD.,
Name Change,438803,1 Haig Lane,"1 Haig Lane, Singapore 438803",Residential,15/07/2025,ROYAL HALLMARK (U/C),
Name Change,829858,Punggol Coast Bus Interchange,"1 Sentul Walk Punggol Coast Bus Interchange, Singapore 829858",Non-Residential,15/07/2025,NIL,
Name Change,550267,Market,"267 Serangoon Avenue 3 Market, Singapore 550267",Non-Residential,15/07/2025,NIL,
Name Change,319390,299 Lorong 6 Toa Payoh,"299 Lorong 6 Toa Payoh, Singapore 319390",Residential,15/07/2025,TOA PAYOH SPORTS HALL,
Name Change,259603,Singapore Botanic Gardens (centre for Ethnobotany),"1G Cluny Road Singapore Botanic Gardens (centre for Ethnobotany), Singapore 259603",Non-Residential,15/07/2025,NIL,
Name Change,19960,24 Marina View,"24 Marina View, Singapore 19960",Residential,15/07/2025,MARINA VIEW RESIDENCES,
Name Change,427373,Aqueen Heritage Hotel - Joo Chiat,"51 Joo Chiat Road Aqueen Heritage Hotel - Joo Chiat, Singapore 427373",Non-Residential,15/07/2025,AM HOTEL,
Name Change,59293,37 North Canal Road,"37 North Canal Road, Singapore 59293",Residential,15/07/2025,CHAMPION HOTEL CITY,
Name Change,38982,2 Temasek Boulevard,"2 Temasek Boulevard, Singapore 38982",Residential,15/07/2025,CONRAD CENTENNIAL SINGAPORE,
Name Change,699887,Copen Grand,"73 Tengah Garden Walk Copen Grand, Singapore 699887",Non-Residential,15/07/2025,COPEN GRAND (U/C),
Name Change,760844,844 Yishun Street 81,"844 Yishun Street 81, Singapore 760844",Residential,15/07/2025,KAHTIB CENTRAL,
Name Change,259602,Singapore Botanic Gardens (centre for Education and Outreach),"1F Cluny Road Singapore Botanic Gardens (centre for Education and Outreach), Singapore 259602",Non-Residential,15/07/2025,NIL,
Name Change,298333,Thomson Police Complex (blk 1),"1 Mount Pleasant Road Thomson Police Complex (blk 1), Singapore 298333",Non-Residential,15/07/2025,THOMSON POLICE COMPLEX (BLK 10 ANNEX),
Name Change,188066,Central Arts Library,"98 Victoria Street Central Arts Library, Singapore 188066",Non-Residential,15/07/2025,INFORMATICS ACADEMY,
Name Change,699892,Copen Grand,"63 Tengah Garden Walk Copen Grand, Singapore 699892",Non-Residential,15/07/2025,COPEN GRAND (U/C),
Name Change,760126,Chong Pang Community Club (temp Office),"126 Yishun Street 11 Chong Pang Community Club (temp Office), Singapore 760126",Non-Residential,15/07/2025,CHONG PANG COMMUNITY CLUB (TEMPORARY OFFICE),
Name Change,629616,Dnv Technology Centre West,"158A Gul Circle Dnv Technology Centre West, Singapore 629616",Non-Residential,15/07/2025,DNV LABORATORY,
Name Change,539231,Defu Industrial Estate,"121 Defu Lane 10 Defu Industrial Estate, Singapore 539231",Non-Residential,15/07/2025,NIL,
Name Change,257488,Singapore Botanic Gardens (the Garage),"50 Cluny Park Road Singapore Botanic Gardens (the Garage), Singapore 257488",Non-Residential,15/07/2025,THE GARAGE (SINGAPORE BOTANIC GARDENS),
Name Change,808840,22 Jalan Lakum,"22 Jalan Lakum, Singapore 808840",Residential,15/07/2025,NIL,
Name Change,569250,Pathlight School (ang Mo Kio Campus 2),"2 Ang Mo Kio Street 44 Pathlight School (ang Mo Kio Campus 2), Singapore 569250",Non-Residential,15/07/2025,PATHLIGHT SCHOOL 3,
Name Change,508898,Selarang Fire Training Ground,"2001A Upper Changi Road North Selarang Fire Training Ground, Singapore 508898",Non-Residential,15/07/2025,NIL,
Name Change,699891,Copen Grand,"61 Tengah Garden Walk Copen Grand, Singapore 699891",Non-Residential,15/07/2025,COPEN GRAND (U/C),
Name Change,228170,105 Sophia Road,"105 Sophia Road, Singapore 228170",Residential,15/07/2025,SOPHIA REGENCY (U/C),
Name Change,319380,Toa Payoh East Community Club,"160 Lorong 6 Toa Payoh Toa Payoh East Community Club, Singapore 319380",Non-Residential,15/07/2025,TOA PAYOH EAST COMMUNITY CLUB (PENDING RELOCATION),
Name Change,596569,Bukit Timah Community Club,"20 Toh Yi Drive Bukit Timah Community Club, Singapore 596569",Non-Residential,15/07/2025,BUKIT TIMAH COMMUNITY CLUB (PENDING U/C),
Name Change,699912,Copen Grand,"57 Tengah Garden Walk Copen Grand, Singapore 699912",Non-Residential,15/07/2025,COPEN GRAND (U/C),
Name Change,259601,Singapore Botanic Gardens (centre of Urban Greenery and Ecology),"1E Cluny Road Singapore Botanic Gardens (centre of Urban Greenery and Ecology), Singapore 259601",Non-Residential,15/07/2025,SINGAPORE ENVIRONMENT COUNCIL,
Name Change,398993,Gostay Hotel,"12 Lorong 12 Geylang Gostay Hotel, Singapore 398993",Non-Residential,15/07/2025,NIL,
Name Change,479312,Eunos Community Club (temp Office),"70A Bedok Reservoir Road Eunos Community Club (temp Office), Singapore 479312",Non-Residential,15/07/2025,TEMPORARY SITE OFFICE,
Name Change,257854,Gospel Light Bible-presbyterian Church,"60 Stevens Road Gospel Light Bible-presbyterian Church, Singapore 257854",Non-Residential,15/07/2025,NIL,
Name Change,619771,Taman Jurong Polyclinic,"235 Corporation Road Taman Jurong Polyclinic, Singapore 619771",Non-Residential,15/07/2025,ACUTE AND REHABILITATION HOSPITAL & 24 HOURS OUTPATIENT CLINIC (WEST POINT HOSPITAL),
Name Change,89154,A Hotel Chinatown,"50 Keong Saik Road A Hotel Chinatown, Singapore 89154",Non-Residential,15/07/2025,HOTEL 1929,
Name Change,48421,22 Cross Street,"22 Cross Street, Singapore 48421",Residential,15/07/2025,CROSS STREET EXCHANGE,
Name Change,19959,22 Marina View,"22 Marina View, Singapore 19959",Residential,15/07/2025,MARINA VIEW RESIDENCES,
Name Change,319392,301 Lorong 6 Toa Payoh,"301 Lorong 6 Toa Payoh, Singapore 319392",Residential,15/07/2025,TOA PAYOH SPORTS CENTRE,
Name Change,556129,Braddell Heights Community Club,"50 Serangoon Avenue 2 Braddell Heights Community Club, Singapore 556129",Non-Residential,15/07/2025,BRADDELL HEIGHTS COMMUNITY CLUB (PENDING U/C),
Name Change,288411,21 Shelford Road,"21 Shelford Road, Singapore 288411",Residential,15/07/2025,KELLET COURT,
Name Change,698928,Home Team Academy (blk 1),"501 Old Choa Chu Kang Road Home Team Academy (blk 1), Singapore 698928",Non-Residential,15/07/2025,HOME TEAM ACADEMY (BLK 10),
Name Change,787104,821 Upper Thomson Road,"821 Upper Thomson Road, Singapore 787104",Residential,15/07/2025,NIL,
Name Change,48422,20 Cross Street,"20 Cross Street, Singapore 48422",Residential,15/07/2025,CROSS STREET EXCHANGE,
Name Change,207398,Macpherson Hotel,"41 Upper Weld Road Macpherson Hotel, Singapore 207398",Non-Residential,15/07/2025,NIL,
Name Change,760845,845 Yishun Street 81,"845 Yishun Street 81, Singapore 760845",Residential,15/07/2025,KAHTIB CENTRAL,
Name Change,259600,Singapore Botanic Gardens Seed Bank,"1D Cluny Road Singapore Botanic Gardens Seed Bank, Singapore 259600",Non-Residential,15/07/2025,NIL,
Name Change,528907,Pathlight School (tampines),"4 Tampines Street 91 Pathlight School (tampines), Singapore 528907",Non-Residential,15/07/2025,NIL,
Name Change,699886,Copen Grand,"71 Tengah Garden Walk Copen Grand, Singapore 699886",Non-Residential,15/07/2025,COPEN GRAND (U/C),
Name Change,436884,6A Tanjong Rhu Road,"6A Tanjong Rhu Road, Singapore 436884",Residential,15/07/2025,DE CENTURIAN,
Name Change,319258,Toa Payoh South Community Club,"1999 Lorong 8 Toa Payoh Toa Payoh South Community Club, Singapore 319258",Non-Residential,15/07/2025,TOA PAYOH SOUTH COMMUNITY CLUB (PENDING RELOCATION),
Name Change,575628,8 Sin Ming Road,"8 Sin Ming Road, Singapore 575628",Residential,15/07/2025,NIL,
Name Change,218842,2 Owen Road,"2 Owen Road, Singapore 218842",Residential,15/07/2025,NIL,
Name Change,508899,Airport Fire Station 1,"2000 Upper Changi Road North Airport Fire Station 1, Singapore 508899",Non-Residential,15/07/2025,NIL,
Name Change,188976,141 Middle Road,"141 Middle Road, Singapore 188976",Residential,15/07/2025,GSM BUILDING,
Name Change,18963,20 Marina View,"20 Marina View, Singapore 18963",Residential,15/07/2025,MARINA VIEW RESIDENCES,
Name Change,699911,Copen Grand,"55 Tengah Garden Walk Copen Grand, Singapore 699911",Non-Residential,15/07/2025,COPEN GRAND (U/C),
Name Change,469627,Kaki Bukit Community Centre,"670 Bedok North Street 3 Kaki Bukit Community Centre, Singapore 469627",Non-Residential,15/07/2025,KAKI BUKIT COMMUNITY CENTRE (U/C),
Name Change,209854,Nest Hotel,"26 Cavan Road Nest Hotel, Singapore 209854",Non-Residential,15/07/2025,HOTEL SNOW LAVENDER,
Name Change,218067,The Quay Hotel Little India,"195 Serangoon Road The Quay Hotel Little India, Singapore 218067",Non-Residential,15/07/2025,BROADWAY HOTEL,
Name Change,228486,4 Mount Emily Road,"4 Mount Emily Road, Singapore 228486",Residential,15/07/2025,NIL,
Name Change,228487,6 Mount Emily Road,"6 Mount Emily Road, Singapore 228487",Residential,15/07/2025,NIL,
Name Change,228484,2 Mount Emily Road,"2 Mount Emily Road, Singapore 228484",Residential,15/07/2025,NIL,
Name Change,319389,297 Lorong 6 Toa Payoh,"297 Lorong 6 Toa Payoh, Singapore 319389",Residential,15/07/2025,TOA PAYOH SPORTS HALL,
Location Change,628208,1 Seraya Avenue,"1 Seraya Avenue, Singapore 628208",Residential,15/07/2025,NIL,1170.47
Location Change,627621,2 Tembusu Drive,"2 Tembusu Drive, Singapore 627621",Residential,15/07/2025,NIL,359.78
Location Change,627869,5 Ayer Chawan Place,"5 Ayer Chawan Place, Singapore 627869",Residential,15/07/2025,NIL,568.44
Location Change,627867,100 Jurong Island Highway,"100 Jurong Island Highway, Singapore 627867",Residential,15/07/2025,NIL,2139.09
Location Change,628498,18 Pioneer Road,"18 Pioneer Road, Singapore 628498",Residential,15/07/2025,NIL,467.52
Location Change,627886,17 Sakra Road,"17 Sakra Road, Singapore 627886",Residential,15/07/2025,NIL,442.05
Location Change,627832,51 Seraya Avenue,"51 Seraya Avenue, Singapore 627832",Residential,15/07/2025,NIL,475.93
Location Change,588398,601 Rifle Range Road,"601 Rifle Range Road, Singapore 588398",Residential,15/07/2025,NIL,659.55
Location Change,627877,50 Jurong Island Highway,"50 Jurong Island Highway, Singapore 627877",Residential,15/07/2025,NIL,347.98
Location Change,627807,61 Meranti Crescent,"61 Meranti Crescent, Singapore 627807",Residential,15/07/2025,NIL,626.44
Location Change,609142,59 Penjuru Road,"59 Penjuru Road, Singapore 609142",Residential,15/07/2025,NIL,355.39
Location Change,628260,1 Merlimau Road,"1 Merlimau Road, Singapore 628260",Residential,15/07/2025,NIL,947.07
Location Change,629888,15 Benoi Road,"15 Benoi Road, Singapore 629888",Residential,15/07/2025,NIL,705.58
Name And Location Change,729826,80 Mandai Lake Road,"80 Mandai Lake Road, Singapore 729826",Residential,15/07/2025,NIL,449.06
Name And Location Change,259569,Singapore Botanic Gardens (bandstand Gazebo),"1 Cluny Road Singapore Botanic Gardens (bandstand Gazebo), Singapore 259569",Non-Residential,15/07/2025,NATIONAL PARKS BOARD (NPARKS),589.70
